station,LSTM,LightGBM,SARIMAX
國父紀念館,10.81282541742322,12.349246461529065,13.863348388717926
動物園,15.063732198742494,17.11968892563684,14.05708948242482
南港展覽館,8.880889323554927,9.526608140093192,9.29021215215489
圓山,7.562363993618954,9.507723297125697,9.099919178852119
淡水,8.234917117358327,9.105527975947062,9.226174946011207
